Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
N;PA;BELEM;AUTO POSTO GK EIRELI; 07.909.407/0001-85;AVENIDA DUQUE DE CAXIAS;1169;;MARCO;66093-400;GASOLINA;03/10/2022;4,59;;R$ / litro;NACIONAL GÁS BUTANO
N;PA;BELEM;AUTO POSTO GK EIRELI; 07.909.407/0001-85;AVENIDA DUQUE DE CAXIAS;1169;;MARCO;66093-400;ETANOL;03/10/2022;5,59;;R$ / litro;NACIONAL GÁS BUTANO
N;PA;BELEM;AUTO POSTO GK EIRELI; 07.909.407/0001-85;AVENIDA DUQUE DE CAXIAS;1169;;MARCO;66093-400;GASOLINA ADITIVADA;03/10/2022;5,09;;R$ / litro;NACIONAL GÁS BUTANO
N;PA;BELEM;GP PETROLEO COMERCIO DE COMBUSTIVEIS LTDA; 06.945.995/0002-20;AVENIDA GENERALISSIMO DEODORO;306;;UMARIZAL;66055-240;GASOLINA;03/10/2022;4,57;;R$ / litro;SUPERGASBRAS ENERGIA
N;PA;BELEM;GP PETROLEO COMERCIO DE COMBUSTIVEIS LTDA; 06.945.995/0002-20;AVENIDA GENERALISSIMO DEODORO;306;;UMARIZAL;66055-240;ETANOL;03/10/2022;4,29;;R$ / litro;SUPERGASBRAS ENERGIA
N;PA;BELEM;GP PETROLEO COMERCIO DE COMBUSTIVEIS LTDA; 06.945.995/0002-20;AVENIDA GENERALISSIMO DEODORO;306;;UMARIZAL;66055-240;GASOLINA ADITIVADA;03/10/2022;4,97;;R$ / litro;SUPERGASBRAS ENERGIA
N;PA;BELEM;AUTO POSTO BELEM LTDA; 05.825.216/0001-00;AVENIDA PEDRO ALVARES CABRAL;S/N;ESQ. COM AV. TAVARES BASTOS;MARAMBAIA;66613-150;GASOLINA;03/10/2022;4,59;;R$ / litro;SUPERGASBRAS ENERGIA
N;PA;BELEM;AUTO POSTO BELEM LTDA; 05.825.216/0001-00;AVENIDA PEDRO ALVARES CABRAL;S/N;ESQ. COM AV. TAVARES BASTOS;MARAMBAIA;66613-150;GASOLINA ADITIVADA;03/10/2022;4,69;;R$ / litro;SUPERGASBRAS ENERGIA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0029-95;ESTRADA MARACACUERA ( ANGULO COM A ESTRADA DO OUTEIRO );S/N;LOTE 1 , 3 E 5;ICOARACI;66815-140;GASOLINA;03/10/2022;4,43;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0028-04;AVENIDA PEDRO ALVARES CABRAL;1,734;;TELGRAFO;66050-400;GASOLINA;03/10/2022;4,43;;R$ / litro;BRANCA
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0003-30;AVENIDA PEDRO ALVARES CABRAL;3800;;SACRAMENTA;66120-620;GASOLINA;03/10/2022;4,59;;R$ / litro;BAHIANA
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0003-30;AVENIDA PEDRO ALVARES CABRAL;3800;;SACRAMENTA;66120-620;ETANOL;03/10/2022;4,29;;R$ / litro;BAHIANA
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0003-30;AVENIDA PEDRO ALVARES CABRAL;3800;;SACRAMENTA;66120-620;GASOLINA ADITIVADA;03/10/2022;4,99;;R$ / litro;BAHIANA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0026-42;RODOVIA AUGUSTO MONTENEGRO;7988;KM 08;ICOARACY;66823-010;GASOLINA;03/10/2022;4,43;;R$ / litro;BRANCA
N;PA;BELEM;SUPERCENTRO POSTOS DE SERVIÇO LTDA; 05.303.828/0001-32;AVENIDA ALMIRANTE BARROSO;1814;B;MARCO;66093-020;GASOLINA;03/10/2022;4,59;;R$ / litro;NACIONAL GÁS BUTANO
N;PA;BELEM;SUPERCENTRO POSTOS DE SERVIÇO LTDA; 05.303.828/0001-32;AVENIDA ALMIRANTE BARROSO;1814;B;MARCO;66093-020;ETANOL;03/10/2022;4,29;;R$ / litro;NACIONAL GÁS BUTANO
N;PA;BELEM;SUPERCENTRO POSTOS DE SERVIÇO LTDA; 05.303.828/0001-32;AVENIDA ALMIRANTE BARROSO;1814;B;MARCO;66093-020;GASOLINA ADITIVADA;03/10/2022;5,09;;R$ / litro;NACIONAL GÁS BUTANO
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0022-19;RODOVIA MARIO COVAS;52;LOT 49 A 52;COQUEIRO;66650-000;GASOLINA;03/10/2022;4,38;;R$ / litro;BRANCA
N;PA;BELEM;RODRIGUES & DIAS COM. COMBUSTIVEIS LTDA; 05.474.193/0001-36;TRAVESSA LOMAS VALENTINA;2629;;MARCO;66095-420;GASOLINA;03/10/2022;4,59;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;RODRIGUES & DIAS COM. COMBUSTIVEIS LTDA; 05.474.193/0001-36;TRAVESSA LOMAS VALENTINA;2629;;MARCO;66095-420;ETANOL;03/10/2022;4,39;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;RODRIGUES & DIAS COM. COMBUSTIVEIS LTDA; 05.474.193/0001-36;TRAVESSA LOMAS VALENTINA;2629;;MARCO;66095-420;GASOLINA ADITIVADA;03/10/2022;5,99;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;POSTO VYDIA LTDA; 05.013.958/0001-30;AVENIDA VISCONDE DE S FRANCO;963;;UMARIZAL;66053-000;GASOLINA;03/10/2022;4,49;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;POSTO VYDIA LTDA; 05.013.958/0001-30;AVENIDA VISCONDE DE S FRANCO;963;;UMARIZAL;66053-000;GASOLINA ADITIVADA;03/10/2022;4,79;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;POSTO GIRASSOL LTDA; 01.087.686/0001-62;RODOVIA AUGUSTO MONTENEGRO;1800;;NOVA MARAMBAIA;66623-590;GASOLINA;03/10/2022;4,89;;R$ / litro;ULTRAGAZ
N;PA;BELEM;POSTO GIRASSOL LTDA; 01.087.686/0001-62;RODOVIA AUGUSTO MONTENEGRO;1800;;NOVA MARAMBAIA;66623-590;ETANOL;03/10/2022;4,99;;R$ / litro;ULTRAGAZ
N;PA;BELEM;POSTO GIRASSOL LTDA; 01.087.686/0001-62;RODOVIA AUGUSTO MONTENEGRO;1800;;NOVA MARAMBAIA;66623-590;GASOLINA ADITIVADA;03/10/2022;5,19;;R$ / litro;ULTRAGAZ
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0013-28;TRAVESSA DOUTOR ENEAS PINHEIRO;2881;2885, 2889;MARCO;66087-430;GASOLINA;03/10/2022;4,43;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0001-94;RODOVIA DOS TRABALHADORES;S/N;0;NOVA MARAMBAIA;66000-000;GASOLINA;03/10/2022;4,43;;R$ / litro;BRANCA
N;PA;BELEM;POSTO ALIANCA EIRELI; 14.685.994/0001-31;RODOVIA ARTHUR BERNARDES;151;ESQ PEDRO A CABRAL;SACRAMENTA;66825-000;GASOLINA;03/10/2022;4,59;;R$ / litro;SUPERGASBRAS ENERGIA
N;PA;BELEM;POSTO ALIANCA EIRELI; 14.685.994/0001-31;RODOVIA ARTHUR BERNARDES;151;ESQ PEDRO A CABRAL;SACRAMENTA;66825-000;ETANOL;03/10/2022;4,99;;R$ / litro;SUPERGASBRAS ENERGIA
N;PA;BELEM;POSTO ALIANCA EIRELI; 14.685.994/0001-31;RODOVIA ARTHUR BERNARDES;151;ESQ PEDRO A CABRAL;SACRAMENTA;66825-000;GASOLINA ADITIVADA;03/10/2022;5,99;;R$ / litro;SUPERGASBRAS ENERGIA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0004-37;RODOVIA AUGUSTO MONTENEGRO;S/N;;BIRIGUI;66623-590;GASOLINA;03/10/2022;4,43;;R$ / litro;BRANCA
N;PA;BELEM;POSTO UMARIZAL LTDA; 14.082.648/0001-69;RUA JERONIMO PIMENTEL;651;;UMARIZAL;66055-000;GASOLINA;03/10/2022;4,89;;R$ / litro;BRANCA
N;PA;BELEM;POSTO UMARIZAL LTDA; 14.082.648/0001-69;RUA JERONIMO PIMENTEL;651;;UMARIZAL;66055-000;ETANOL;03/10/2022;4,99;;R$ / litro;BRANCA
N;PA;BELEM;POSTO UMARIZAL LTDA; 14.082.648/0001-69;RUA JERONIMO PIMENTEL;651;;UMARIZAL;66055-000;GASOLINA ADITIVADA;03/10/2022;5,79;;R$ / litro;BRANCA
N;PA;BELEM;AUTO POSTO SENADOR LTDA; 05.319.538/0001-87;AVENIDA SENADOR LEMOS;3606;;SACRAMENTA;66630-505;GASOLINA;03/10/2022;4,69;;R$ / litro;NACIONAL GÁS BUTANO
N;PA;BELEM;COM DE COMBUST. LUBRIFICANTES E SERV. GERAIS LTDA; 05.004.163/0001-66;AVENIDA ALCINDO CACELA;2119;0;NAZARÉ;66040-020;GASOLINA;03/10/2022;4,58;;R$ / litro;SABBÁ
N;PA;BELEM;COM DE COMBUST. LUBRIFICANTES E SERV. GERAIS LTDA; 05.004.163/0001-66;AVENIDA ALCINDO CACELA;2119;0;NAZARÉ;66040-020;GASOLINA ADITIVADA;03/10/2022;4,78;;R$ / litro;SABBÁ
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0008-45;TRAVESSA D. ROMUALDO COELHO;301;;UMARIZAL;66630-505;GASOLINA;03/10/2022;4,59;;R$ / litro;BAHIANA
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0008-45;TRAVESSA D. ROMUALDO COELHO;301;;UMARIZAL;66630-505;ETANOL;03/10/2022;4,29;;R$ / litro;BAHIANA
N;PA;BELEM;IRMAOS TEIXEIRA LTDA; 04.976.718/0008-45;TRAVESSA D. ROMUALDO COELHO;301;;UMARIZAL;66630-505;GASOLINA ADITIVADA;03/10/2022;4,99;;R$ / litro;BAHIANA
N;PA;BELEM;CM COMERCIO DE COMBUSTIVEIS LTDA; 04.970.059/0001-63;AVENIDA SENADOR LEMOS;2053;;TELEGRAFO;66113-000;GASOLINA;03/10/2022;4,58;;R$ / litro;NACIONAL GÁS BUTANO
N;PA;BELEM;CM COMERCIO DE COMBUSTIVEIS LTDA; 04.970.059/0001-63;AVENIDA SENADOR LEMOS;2053;;TELEGRAFO;66113-000;ETANOL;03/10/2022;3,95;;R$ / litro;NACIONAL GÁS BUTANO
N;PA;BELEM;CM COMERCIO DE COMBUSTIVEIS LTDA; 04.970.059/0001-63;AVENIDA SENADOR LEMOS;2053;;TELEGRAFO;66113-000;GASOLINA ADITIVADA;03/10/2022;4,67;;R$ / litro;NACIONAL GÁS BUTANO
N;PA;BELEM;POSTO INVENCIVEL LTDA; 04.901.294/0001-83;AVENIDA ALMIRANTE BARROSO;1957-A;;MARCO;66093-033;GASOLINA;03/10/2022;4,59;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;POSTO INVENCIVEL LTDA; 04.901.294/0001-83;AVENIDA ALMIRANTE BARROSO;1957-A;;MARCO;66093-033;ETANOL;03/10/2022;3,99;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;POSTO INVENCIVEL LTDA; 04.901.294/0001-83;AVENIDA ALMIRANTE BARROSO;1957-A;;MARCO;66093-033;GASOLINA ADITIVADA;03/10/2022;4,89;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;CHERMONT RODRIGUES E CIA LTDA; 04.870.663/0001-18;AVENIDA GOVERNADOR JOSE MALCHER;2315;3 DE MAIO - 14 DE ABRIL;SÃO BRAZ;66060-230;GASOLINA;03/10/2022;4,58;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;CHERMONT RODRIGUES E CIA LTDA; 04.870.663/0001-18;AVENIDA GOVERNADOR JOSE MALCHER;2315;3 DE MAIO - 14 DE ABRIL;SÃO BRAZ;66060-230;ETANOL;03/10/2022;4,29;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;M M AUTO POSTO LTDA; 04.566.961/0001-19;AVENIDA JOAO PAULO II;880;;MARCO;66095-490;GASOLINA;03/10/2022;4,57;;R$ / litro;SABBÁ
N;PA;BELEM;M M AUTO POSTO LTDA; 04.566.961/0001-19;AVENIDA JOAO PAULO II;880;;MARCO;66095-490;ETANOL;03/10/2022;3,72;;R$ / litro;SABBÁ
N;PA;BELEM;M M AUTO POSTO LTDA; 04.566.961/0001-19;AVENIDA JOAO PAULO II;880;;MARCO;66095-490;GASOLINA ADITIVADA;03/10/2022;4,82;;R$ / litro;SABBÁ
N;PA;BELEM;POSTO HUMAITA LTDA; 04.319.281/0001-09;TRAVESSA HUMAITA;768;792;PEDREIRA;66083-340;GASOLINA;03/10/2022;4,57;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;POSTO HUMAITA LTDA; 04.319.281/0001-09;TRAVESSA HUMAITA;768;792;PEDREIRA;66083-340;ETANOL;03/10/2022;3,99;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;POSTO MAGUARI LTDA; 04.253.381/0001-71;RODOVIA AUGUSTO MONTENEGRO;SN;KM    09                  CONJ  MAGUARI;COQUEIRO;66823-010;GASOLINA;03/10/2022;4,79;;R$ / litro;SABBÁ
N;PA;BELEM;POSTO MAGUARI LTDA; 04.253.381/0001-71;RODOVIA AUGUSTO MONTENEGRO;SN;KM    09                  CONJ  MAGUARI;COQUEIRO;66823-010;ETANOL;03/10/2022;4,09;;R$ / litro;SABBÁ
N;PA;BELEM;POSTO MAGUARI LTDA; 04.253.381/0001-71;RODOVIA AUGUSTO MONTENEGRO;SN;KM    09                  CONJ  MAGUARI;COQUEIRO;66823-010;GASOLINA ADITIVADA;03/10/2022;5,09;;R$ / litro;SABBÁ
N;PA;BELEM;POSTO MAGUARI LTDA; 04.253.381/0005-03;RODOVIA ARTUR BERNARDES;SN;KM    13;PRATINHA;66816-000;GASOLINA;03/10/2022;4,89;;R$ / litro;SABBÁ
N;PA;BELEM;POSTO MAGUARI LTDA; 04.253.381/0005-03;RODOVIA ARTUR BERNARDES;SN;KM    13;PRATINHA;66816-000;ETANOL;03/10/2022;4,09;;R$ / litro;SABBÁ
N;PA;BELEM;POSTO MAGUARI LTDA; 04.253.381/0005-03;RODOVIA ARTUR BERNARDES;SN;KM    13;PRATINHA;66816-000;GASOLINA ADITIVADA;03/10/2022;5,19;;R$ / litro;SABBÁ
N;PA;BELEM;J CARLOS SILVA COMERCIO EIRELI - EPP; 00.590.313/0001-47;AVENIDA TAVARES BASTOS;654;;MARAMBAIA;66615-000;GASOLINA;03/10/2022;4,65;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;J CARLOS SILVA COMERCIO EIRELI - EPP; 00.590.313/0001-47;AVENIDA TAVARES BASTOS;654;;MARAMBAIA;66615-000;ETANOL;03/10/2022;4,09;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;J CARLOS SILVA COMERCIO EIRELI - EPP; 00.590.313/0001-47;AVENIDA TAVARES BASTOS;654;;MARAMBAIA;66615-000;GASOLINA ADITIVADA;03/10/2022;4,79;;R$ / litro;VIBRA ENERGIA
N;PA;BELEM;POSTO ICCAR LTDA; 02.280.133/0033-71;AVENIDA PEDRO ALVARES CABRAL;7120;;MARAMBAIA;66613-150;GASOLINA;03/10/2022;4,43;;R$ / litro;BRANCA
NE;PE;RECIFE;POSTO SOLAR LTDA - EM RECUPERACAO JUDICIAL; 08.174.762/0001-16;AVENIDA NORTE MIGUEL ARRAES DE ALENCAR;6999;;ALTO DO MANDU;52071-470;GASOLINA;03/10/2022;4,59;;R$ / litro;BRANCA
NE;PE;RECIFE;POSTO SOLAR LTDA - EM RECUPERACAO JUDICIAL; 08.174.762/0001-16;AVENIDA NORTE MIGUEL ARRAES DE ALENCAR;6999;;ALTO DO MANDU;52071-470;ETANOL;03/10/2022;3,59;;R$ / litro;BRANCA
NE;PE;RECIFE;ALBUQUERQUE PNEUS LTDA; 11.117.785/0011-75;AVENIDA NORTE;2120;;ENCRUZILHADA;52021-000;GASOLINA;03/10/2022;4,68;;R$ / litro;RAIZEN
NE;PE;RECIFE;ALBUQUERQUE PNEUS LTDA; 11.117.785/0011-75;AVENIDA NORTE;2120;;ENCRUZILHADA;52021-000;ETANOL;03/10/2022;3,59;;R$ / litro;RAIZEN
NE;PE;RECIFE;ALBUQUERQUE PNEUS LTDA; 11.117.785/0011-75;AVENIDA NORTE;2120;;ENCRUZILHADA;52021-000;GASOLINA ADITIVADA;03/10/2022;4,98;;R$ / litro;RAIZEN
NE;PE;RECIFE;POSTO LEAO DA ILHA LTDA; 00.672.715/0003-52;AVENIDA ENGENHEIRO ABDIAS DE CARVALHO;1055;;ILHA DO RETIRO;50830-000;GASOLINA;03/10/2022;4,59;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;POSTO LEAO DA ILHA LTDA; 00.672.715/0003-52;AVENIDA ENGENHEIRO ABDIAS DE CARVALHO;1055;;ILHA DO RETIRO;50830-000;ETANOL;03/10/2022;3,39;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;POSTO LEAO DA ILHA LTDA; 00.672.715/0003-52;AVENIDA ENGENHEIRO ABDIAS DE CARVALHO;1055;;ILHA DO RETIRO;50830-000;GASOLINA ADITIVADA;03/10/2022;4,69;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;F. S. GULDE COMBUSTIVEIS LTDA; 08.342.361/0001-28;RUA PADRE LEMOS;768;;CASA AMARELA;52070-200;GASOLINA;03/10/2022;4,59;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;F. S. GULDE COMBUSTIVEIS LTDA; 08.342.361/0001-28;RUA PADRE LEMOS;768;;CASA AMARELA;52070-200;ETANOL;03/10/2022;3,99;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;F. S. GULDE COMBUSTIVEIS LTDA; 08.342.361/0001-28;RUA PADRE LEMOS;768;;CASA AMARELA;52070-200;GASOLINA ADITIVADA;03/10/2022;4,89;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;PENTAGAS LTDA; 04.318.257/0001-47;AVENIDA BEBERIBE;2475;;FUNDAO;52130-000;ETANOL;03/10/2022;3,39;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;PENTAGAS LTDA; 04.318.257/0001-47;AVENIDA BEBERIBE;2475;;FUNDAO;52130-000;GASOLINA ADITIVADA;03/10/2022;4,79;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;E. C. MORAIS COMBUSTIVEIS LTDA; 05.603.563/0001-98;AVENIDA JOAO DE BARROS;1454;;ESPINHEIRO;52021-180;GASOLINA;03/10/2022;4,69;;R$ / litro;RAIZEN
NE;PE;RECIFE;E. C. MORAIS COMBUSTIVEIS LTDA; 05.603.563/0001-98;AVENIDA JOAO DE BARROS;1454;;ESPINHEIRO;52021-180;ETANOL;03/10/2022;3,59;;R$ / litro;RAIZEN
NE;PE;RECIFE;E. C. MORAIS COMBUSTIVEIS LTDA; 05.603.563/0001-98;AVENIDA JOAO DE BARROS;1454;;ESPINHEIRO;52021-180;GASOLINA ADITIVADA;03/10/2022;4,99;;R$ / litro;RAIZEN
NE;PE;RECIFE;PASSIRA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 05.066.120/0002-96;AVENIDA JOAO DE BARROS;1179;;ESPINHEIRO;52021-180;GASOLINA;03/10/2022;4,89;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;POSTO LEAO DA ILHA LTDA; 00.672.715/0001-90;AVENIDA ENGENHEIRO ABDIAS DE CARVALHO;125;0;MADALENA;50750-360;GASOLINA;03/10/2022;4,59;;R$ / litro;RAIZEN
NE;PE;RECIFE;POSTO LEAO DA ILHA LTDA; 00.672.715/0001-90;AVENIDA ENGENHEIRO ABDIAS DE CARVALHO;125;0;MADALENA;50750-360;ETANOL;03/10/2022;3,39;;R$ / litro;RAIZEN
NE;PE;RECIFE;POSTO LEAO DA ILHA LTDA; 00.672.715/0001-90;AVENIDA ENGENHEIRO ABDIAS DE CARVALHO;125;0;MADALENA;50750-360;GASOLINA ADITIVADA;03/10/2022;4,89;;R$ / litro;RAIZEN
NE;PE;RECIFE;MC COMERCIO DERIVADOS DE PETROLEO LTDA; 00.304.243/0001-13;AVENIDA NORTE;4390;0;TAMARINEIRA;52051-000;GASOLINA;03/10/2022;4,69;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;MC COMERCIO DERIVADOS DE PETROLEO LTDA; 00.304.243/0001-13;AVENIDA NORTE;4390;0;TAMARINEIRA;52051-000;ETANOL;03/10/2022;3,39;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;POSTO SAO SEBASTIAO LTDA; 11.188.133/0001-50;AVENIDA NORTE;6717;;CASA AMARELA;52070-660;GASOLINA;03/10/2022;4,89;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;POSTO SAO SEBASTIAO LTDA; 11.188.133/0001-50;AVENIDA NORTE;6717;;CASA AMARELA;52070-660;ETANOL;03/10/2022;3,79;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;POSTO SAO SEBASTIAO LTDA; 11.188.133/0001-50;AVENIDA NORTE;6717;;CASA AMARELA;52070-660;GASOLINA ADITIVADA;03/10/2022;4,99;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;SERVICAR S/A; 09.798.307/0001-54;AVENIDA MANOEL BORBA;410;;BOA VISTA;50070-000;GASOLINA;03/10/2022;5,29;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;SERVICAR S/A; 09.798.307/0001-54;AVENIDA MANOEL BORBA;410;;BOA VISTA;50070-000;ETANOL;03/10/2022;3,99;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;SERVICAR S/A; 09.798.307/0001-54;AVENIDA MANOEL BORBA;410;;BOA VISTA;50070-000;GASOLINA ADITIVADA;03/10/2022;5,29;;R$ / litro;VIBRA ENERGIA
NE;PE;RECIFE;POSTO PIATÃ LTDA; 04.151.191/0001-43;AVENIDA NORTE;3257;0;ROSARINHO;52041-080;GASOLINA;03/10/2022;4,79;;R$ / litro;IPIRANGA
NE;PE;RECIFE;POSTO PIATÃ LTDA; 04.151.191/0001-43;AVENIDA NORTE;3257;0;ROSARINHO;52041-080;ETANOL;03/10/2022;3,99;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HOMERO CASTELO BRANCO LTDA; 08.596.605/0001-07;AVENIDA TOMAZ DE AREA LEAO;2563;;ININGA;64048-600;GASOLINA;03/10/2022;4,79;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;POSTO HOMERO CASTELO BRANCO LTDA; 08.596.605/0001-07;AVENIDA TOMAZ DE AREA LEAO;2563;;ININGA;64048-600;ETANOL;03/10/2022;3,79;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;POSTO HOMERO CASTELO BRANCO LTDA; 08.596.605/0001-07;AVENIDA TOMAZ DE AREA LEAO;2563;;ININGA;64048-600;GASOLINA ADITIVADA;03/10/2022;4,97;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;POSTO SANTA MARIA LTDA; 08.203.364/0001-80;AVENIDA PREFEITO WALL FERRAZ;9365;;LOURIVAL PARENTE;64023-635;GASOLINA;03/10/2022;4,83;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO SANTA MARIA LTDA; 08.203.364/0001-80;AVENIDA PREFEITO WALL FERRAZ;9365;;LOURIVAL PARENTE;64023-635;ETANOL;03/10/2022;3,74;;R$ / litro;BRANCA
NE;PI;TERESINA;PETROLEO SAO FRANCISCO LTDA. - EPP; 08.146.970/0001-01;AVENIDA UNIVERSITARIA;450;;FATIMA;64049-550;GASOLINA;03/10/2022;4,79;;R$ / litro;BRANCA
NE;PI;TERESINA;PETROLEO SAO FRANCISCO LTDA. - EPP; 08.146.970/0001-01;AVENIDA UNIVERSITARIA;450;;FATIMA;64049-550;GASOLINA ADITIVADA;03/10/2022;4,79;;R$ / litro;BRANCA
NE;PI;TERESINA;BRASIL PETROLEO LTDA; 02.384.264/0003-83;AVENIDA FREI SERAFIM;2461;;CENTRO;64000-020;GASOLINA;03/10/2022;4,79;;R$ / litro;ALESAT
NE;PI;TERESINA;BRASIL PETROLEO LTDA; 02.384.264/0003-83;AVENIDA FREI SERAFIM;2461;;CENTRO;64000-020;ETANOL;03/10/2022;4,38;;R$ / litro;ALESAT
NE;PI;TERESINA;PN PETROLEO LTDA.; 06.331.431/0001-17;RUA MUNDINHO FERRAZ;3225;;SAO CRISTOVAO;64055-330;GASOLINA;03/10/2022;4,79;;R$ / litro;BRANCA
NE;PI;TERESINA;PN PETROLEO LTDA.; 06.331.431/0001-17;RUA MUNDINHO FERRAZ;3225;;SAO CRISTOVAO;64055-330;GASOLINA ADITIVADA;03/10/2022;4,79;;R$ / litro;BRANCA
NE;PI;TERESINA;PROGRESSO PETROLEO LTDA; 04.994.623/0001-88;CONJUNTO PARQUE PIAUI;S/N;QD-55,CASA 08;PARQUE PIAUI;64025-190;GASOLINA;03/10/2022;4,83;;R$ / litro;BRANCA
NE;PI;TERESINA;PROGRESSO PETROLEO LTDA; 04.994.623/0001-88;CONJUNTO PARQUE PIAUI;S/N;QD-55,CASA 08;PARQUE PIAUI;64025-190;ETANOL;03/10/2022;3,77;;R$ / litro;BRANCA
NE;PI;TERESINA;PLANALTO DISTRIBUICAO DE PETROLEO E COMBUSTIVEIS LTDA; 07.231.582/0001-66;AVENIDA HENRRY WALL DE CARVALHO;4545;;TABULETA;64022-050;GASOLINA;03/10/2022;4,84;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;PLANALTO DISTRIBUICAO DE PETROLEO E COMBUSTIVEIS LTDA; 07.231.582/0001-66;AVENIDA HENRRY WALL DE CARVALHO;4545;;TABULETA;64022-050;ETANOL;03/10/2022;3,78;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;PLANALTO DISTRIBUICAO DE PETROLEO E COMBUSTIVEIS LTDA; 07.231.582/0001-66;AVENIDA HENRRY WALL DE CARVALHO;4545;;TABULETA;64022-050;GASOLINA ADITIVADA;03/10/2022;5,14;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;PIPEL-PICOS PETROLEO LTDA; 07.483.266/0005-05;AVENIDA PREF. WALL  FERRAZ;7420;;TRIUNFO;64000-010;GASOLINA;03/10/2022;4,83;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;PIPEL-PICOS PETROLEO LTDA; 07.483.266/0005-05;AVENIDA PREF. WALL  FERRAZ;7420;;TRIUNFO;64000-010;GASOLINA ADITIVADA;03/10/2022;4,83;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;GASOLINA;03/10/2022;4,85;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;ETANOL;03/10/2022;3,79;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;GASOLINA ADITIVADA;03/10/2022;4,99;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;0;TABULETA;64016-000;GASOLINA;03/10/2022;4,88;;R$ / litro;VIBRA ENERGIA
